empresa,pais,ventas,beneficios,activos,valor de mercado
H&M - Hennes & Mauritz,Sweden,19120.0,-194.9,20247.0,40907.0
Banco Bradesco,Brazil,26676.0,3207.8,306311.0,40862.0
State Bank of India,India,50560.0,3128.6,638128.0,40801.0
Biogen,United States,10608.0,4000.6,24619.0,40697.0
American International Group,United States,43736.0,-5944.0,512940.0,40616.0
Electronic Arts,United States,5668.0,1179.0,12420.0,40570.0
T Rowe Price,United States,6207.0,2307.4,10902.0,40533.0
Grupo Mexico,Mexico,10325.0,1850.5,28416.0,40528.0
Bank of New York Mellon,United States,15896.0,3561.0,469633.0,40401.0
SMC,Japan,4889.0,986.5,14187.0,40252.0
Vestas Wind Systems,Denmark,16886.0,870.5,22220.0,40127.0
Oversea-Chinese Banking,Singapore,24479.0,2599.7,394503.0,40087.0
Bharti Airtel,India,13486.0,-2843.9,45772.0,39914.0
Vonovia,Germany,4781.0,3680.4,76371.0,39779.0
Synopsys,United States,3820.0,722.6,8013.0,39734.0
PPG ,United States,14338.0,1194.0,20139.0,39667.0
Barrick Gold,Canada,12521.0,2324.0,46506.0,39533.0
Longfor Group Holdings,China,27039.0,2917.6,117000.0,39417.0
Smoore International Holdings,Hong Kong,1456.0,353.7,2259.0,39358.0
Bilibili,China,1747.0,-437.9,3649.0,39285.0
Travelers,United States,31995.0,2675.0,109133.0,39215.0
MSCI,United States,1695.0,601.8,4199.0,39184.0
Compass Group,United Kingdom,25407.0,169.5,19048.0,39158.0
Prudential Financial,United States,57033.0,-408.0,940722.0,39099.0
Match Group,United States,2391.0,128.6,2977.0,39082.0
LafargeHolcim,Switzerland,24656.0,1788.8,60212.0,38901.0
Cummins,United States,19811.0,1789.0,22624.0,38739.0
DexCom,United States,1927.0,493.6,4383.0,38686.0
Givaudan,Switzerland,6735.0,791.6,12057.0,38655.0
Galaxy Entertainment,Hong Kong,1082.0,-512.3,11959.0,38644.0
Sartorius,Germany,2663.0,258.5,5780.0,38504.0
Simon Property Group,United States,4608.0,1227.5,34787.0,38438.0
Delivery Hero,Germany,1862.0,-1034.5,5310.0,38306.0
CRH,United States,27536.0,1116.5,44944.0,38177.0
Aptiv,Ireland,13066.0,1804.0,17522.0,38149.0
Carrier Global,United States,17456.0,1982.0,25093.0,38144.0
Flutter Entertainment,Ireland,5660.0,48.6,23227.0,37998.0
Partners Group Holding,Switzerland,1709.0,857.4,4561.0,37882.0
Xcel Energy,United States,11526.0,1473.0,56274.0,37864.0
Centene,United States,111115.0,1808.0,69843.0,37780.0
Hexagon ,Sweden,4285.0,701.0,13096.0,37769.0
East Money Information  ,China,1745.0,692.5,16870.0,37725.0
Celltrion,South Korea,1567.0,433.3,4647.0,37658.0
Aier Eye Hospital Group,China,1541.0,241.8,2426.0,37532.0
Kinder Morgan,United States,11473.0,106.0,73506.0,37456.0
General Mills,United States,18626.0,2548.7,32649.0,37391.0
Vivendi,France,18342.0,1641.6,46644.0,37324.0
O'Reilly Automotive,United States,11604.0,1752.3,12273.0,37246.0
Ferrari,Italy,3944.0,692.9,7662.0,37207.0
Alcon,Switzerland,6815.0,-544.6,27600.0,36966.0
HCL Technologies,India,10031.0,1783.0,10649.0,36958.0
Kuehne & Nagel International,Switzerland,21715.0,839.5,11144.0,36918.0
Seven & I Holdings,Japan,54423.0,1691.8,65204.0,36896.0
Southwest Airlines,United States,9048.0,-3074.0,36573.0,36891.0
Cintas,United States,6900.0,980.5,8347.0,36823.0
Schlumberger,United States,23601.0,-10518.0,42434.0,36761.0
Aflac,United States,22147.0,4779.0,164086.0,36752.0
Allstate,United States,44791.0,5572.0,117932.0,36702.0
Jiangsu Yanghe Brewery,China,2650.0,1082.8,8230.0,36659.0
Canadian Natural Resources,Canada,12594.0,-324.3,59086.0,36559.0
Bank Rakyat Indonesia (BRI),Indonesia,9973.0,1282.8,107602.0,36530.0
Will Semiconductor,China,2594.0,293.6,3137.0,36388.0
SAIC Motor,China,106686.0,2960.1,140592.0,36369.0
PTT ,Thailand,51627.0,1201.8,84919.0,36364.0
China Pacific Insurance,China,61183.0,3552.0,266566.0,36340.0
Inner Mongolia Yili ,China,13524.0,1045.7,11205.0,36307.0
Mizuho Financial,Japan,30318.0,3737.1,2110528.0,36276.0
Sandvik,Sweden,9387.0,949.0,14506.0,36168.0
Alexion Pharmaceuticals,United States,6065.0,603.4,18103.0,36160.0
Porsche Automobil Holding,Germany,122.0,2990.2,44503.0,36159.0
LyondellBasell Industries,United Kingdom,27749.0,1424.0,35403.0,35955.0
Couche Tard,Canada,43059.0,2718.4,27518.0,35944.0
ENGIE ,France,63555.0,-1751.0,187426.0,35907.0
Wipro,India,8344.0,1454.1,11372.0,35907.0
Zimmer Biomet,United States,7024.0,-138.9,24418.0,35806.0
CoStar Group,United States,1659.0,227.1,6915.0,35698.0
Luxshare Precision Industry,China,11980.0,928.5,9658.0,35698.0
Hilton,United States,4336.0,-715.0,16755.0,35665.0
Palo Alto Networks,United States,3783.0,-368.2,9488.0,35654.0
International Flavors & Fragrances,United States,5084.0,364.1,13556.0,35550.0
Brown-Forman,United States,3336.0,911.0,6495.0,35548.0
Evolution Gaming Group AB,Sweden,638.0,323.6,3878.0,35454.0
Okta,United States,835.0,-266.3,3299.0,35425.0
STMicroelectronics,Switzerland,10162.0,1084.4,14454.0,35392.0
Marathon Petroleum,United States,74991.0,-9920.0,85158.0,35376.0
Nippon Paint,Japan,7316.0,418.2,15646.0,35255.0
Yum! Brands,United States,5652.0,904.0,5852.0,35253.0
Corning,United States,11310.0,512.0,30775.0,35228.0
Corteva,United States,14217.0,681.0,42649.0,35180.0
Paychex,United States,3943.0,1055.2,9666.0,35135.0
MTR,Hong Kong,5485.0,-620.0,37475.0,35093.0
D.R. Horton,United States,22224.0,2734.2,19780.0,35050.0
Mitsui,Japan,59850.0,2391.8,114695.0,34983.0
Chewy,United States,7146.0,-92.5,1741.0,34944.0
Zijin Mining Group,China,26591.0,1185.6,29043.0,34882.0
Japan Post Holdings,Japan,106586.0,4231.0,2878968.0,34821.0
Bank of Ningbo,China,9316.0,2036.9,226386.0,34779.0
BBVA-Banco Bilbao Vizcaya,Spain,32934.0,1487.7,900748.0,34772.0
Tokio Marine Holdings,Japan,49650.0,1366.1,247607.0,34716.0
China Resources Land,Hong Kong,27084.0,4337.2,132885.0,34508.0
DNB,Norway,7486.0,1987.7,340920.0,34502.0
Phillips 66,United States,63693.0,-3982.0,54721.0,34456.0
ITC,India,6302.0,1789.2,9948.0,34428.0
Asian Paints,India,2657.0,370.9,2354.0,34393.0
Haidilao International Holding,China,4170.0,50.7,4209.0,34379.0
Formosa Petrochemical,Taiwan,14097.0,955.6,13557.0,34286.0
Experian,Ireland,5170.0,658.0,9130.0,34284.0
Peloton Interactive,United States,2954.0,166.4,3910.0,34224.0
Shenzhou International Group Holdings,Hong Kong,3344.0,740.2,5635.0,34166.0
Coloplast,Denmark,2840.0,648.5,2454.0,34065.0
Japan Tobacco,Japan,19599.0,2905.9,52122.0,34061.0
Trade Desk,United States,836.0,242.3,2754.0,34059.0
Lufax Holding,China,8296.0,1789.9,38058.0,33980.0
EQT AB,Sweden,805.0,299.9,1985.0,33856.0
Saint-Gobain,France,43465.0,519.8,59496.0,33793.0
TransDigm Group,United States,4749.0,394.0,18557.0,33770.0
Assa Abloy,Sweden,9522.0,996.2,14299.0,33645.0
Fortinet,United States,2592.0,486.2,4044.0,33619.0
Schindler Holding,Switzerland,11336.0,769.2,12305.0,33424.0
NatWest Group,United Kingdom,18050.0,-477.0,1092864.0,33406.0
Wayfair,United States,14145.0,185.0,4570.0,33359.0
Hershey,United States,8150.0,1278.7,9132.0,33311.0
Republic Services,United States,10154.0,967.3,23434.0,33278.0
Archer Daniels Midland,United States,64395.0,1772.0,49719.0,33203.0
VF,United States,8759.0,-165.4,13744.0,33194.0
Lennar,United States,23288.0,3031.7,30552.0,33181.0
Mitsubishi Electric,Japan,38897.0,1591.3,43084.0,33111.0
Stanley Black & Decker,United States,14535.0,1233.8,23566.0,33072.0
China State Construction Engineering,China,215338.0,6141.9,322991.0,33001.0
Anhui Conch Cement,China,22673.0,4897.9,25911.0,32976.0
Orange,France,48187.0,5498.1,135781.0,32966.0
AutoZone,United States,13390.0,1871.7,14160.0,32964.0
Paccar,United States,18724.0,1298.4,28260.0,32950.0
United Overseas Bank,Singapore,9478.0,2047.3,326723.0,32784.0
Ansys,United States,1681.0,433.9,5941.0,32583.0
Deutsche Boerse,Germany,4282.0,1240.1,187036.0,32450.0
Techtronic Industries,Hong Kong,9811.0,800.7,9390.0,32397.0
Zillow Group,United States,3340.0,-162.1,7487.0,32395.0
Marvell Technology Group,United States,2969.0,-277.3,10765.0,32373.0
Generali Group,Italy,89998.0,1988.1,668014.0,32297.0
Constellation Software,Canada,3964.0,433.9,4375.0,32184.0
Pioneer Natural Resources,United States,7024.0,-128.0,20884.0,32143.0
Citic Securities,China,12377.0,2151.6,161008.0,32076.0
Kao ,Japan,12944.0,1181.5,16133.0,32000.0
Public Service Enterprise Group,United States,9298.0,1905.0,50050.0,31998.0
Nutrien,Canada,21005.0,478.9,47192.0,31960.0
Motorola Solutions,United States,7414.0,949.0,10876.0,31943.0
Suncor Energy,Canada,18387.0,-3220.0,66418.0,31899.0
ArcelorMittal,Luxembourg,53223.0,-838.0,82052.0,31842.0
CK Hutchison,Hong Kong,34347.0,3757.5,161803.0,31638.0
Xilinx,United States,3053.0,620.9,5749.0,31615.0
First Republic Bank,United States,4607.0,1180.3,155798.0,31611.0
Welltower,United States,4599.0,-109.6,32484.0,31592.0
Telstra,Australia,15017.0,1224.0,33461.0,31536.0
Amadeus IT Group ,Spain,2478.0,-575.9,14316.0,31501.0
Hengli Petrochemical,China,17821.0,1870.0,28391.0,31500.0
SBA Communications,United States,2076.0,24.1,9158.0,31499.0
SingTel,Singapore,12058.0,783.3,34382.0,31493.0
Discover Financial Services,United States,12954.0,1129.0,113267.0,31330.0
Skyworks Solutions,United States,3970.0,1067.0,5420.0,31327.0
KBC Group,Belgium,13639.0,1584.6,392445.0,31297.0
KIA,South Korea,50147.0,1260.8,55685.0,31210.0
Chunghwa Telecom,Taiwan,7051.0,1134.5,18022.0,31206.0
Willis Towers Watson,United Kingdom,9369.0,996.0,38531.0,31005.0
DSM,Netherlands,9773.0,578.0,17575.0,30885.0
Rockwell Automation,United States,6211.0,1304.7,8171.0,30880.0
Eversource Energy,United States,8904.0,1205.2,46100.0,30792.0
E.ON,Germany,69475.0,1030.5,123302.0,30738.0
McKesson,United States,237621.0,-4184.0,61845.0,30716.0
Ametek,United States,4540.0,872.4,10357.0,30662.0
Waste Connections,Canada,5444.0,192.8,14104.0,30640.0
Sun Life Financial,Canada,26973.0,1862.4,250524.0,30611.0
Carnival,United States,831.0,-11427.0,57226.0,30595.0
WEC Energy Group,United States,7242.0,1201.1,37927.0,30585.0
Capgemini,France,18066.0,1091.0,26862.0,30560.0
Otis Worldwide,United States,12756.0,906.0,10710.0,30334.0
Fujitsu,Japan,34017.0,1634.7,29353.0,30257.0
ResMed,United States,3092.0,698.9,4573.0,30195.0
Panasonic,Japan,61893.0,1664.3,64630.0,30149.0
Verisk Analytics,United States,2785.0,712.7,7562.0,30111.0
Best Buy,United States,47262.0,1798.0,19067.0,29973.0
Airports of Thailand,Thailand,551.0,-206.3,6930.0,29969.0
Mettler-Toledo International,United States,3085.0,602.7,2815.0,29905.0
Ball,United States,11759.0,585.0,18252.0,29857.0
Delta Air Lines,United States,12653.0,-13028.0,73083.0,29763.0
Country Garden Services Holdings,China,2269.0,389.4,4771.0,29639.0
Valero Energy,United States,64878.0,-1428.0,52371.0,29635.0
Epiroc,Sweden,3924.0,586.5,5344.0,29628.0
NEXON,Japan,2744.0,526.6,8351.0,29593.0
CITIC,Hong Kong,71293.0,7301.2,1256257.0,29540.0
RingCentral,United States,1184.0,-83.0,2185.0,29445.0
Weyerhaeuser,United States,7532.0,797.0,16311.0,29441.0
Transurban Group,Australia,1931.0,-495.0,26865.0,29403.0
Old Dominion Freight Line,United States,4015.0,672.7,4369.0,29394.0
Shiseido,Japan,8625.0,-109.2,11664.0,29390.0
Liberty Broadband,United States,51.0,397.6,21707.0,29370.0
Teladoc Health,United States,1094.0,-485.1,18293.0,29330.0
Komatsu,Japan,19928.0,791.3,34801.0,29278.0
Copart,United States,2286.0,706.7,3934.0,29180.0
American Water Works,United States,3777.0,709.0,25830.0,29056.0
Fastenal,United States,5697.0,867.1,4074.0,29031.0
Ameriprise Financial,United States,12066.0,1534.0,165883.0,29006.0
Ashtead Group,United Kingdom,6284.0,788.2,12643.0,28939.0
Ferguson,United Kingdom,21174.0,1313.0,12479.0,28860.0
Magna International,Canada,32451.0,712.7,28605.0,28791.0
Central Japan Railway,Japan,9363.0,-952.8,91922.0,28789.0
Great Wall Motor ,China,14625.0,786.6,23550.0,28778.0
WEG,Brazil,3387.0,453.8,3837.0,28753.0
XPeng,China,860.0,-398.6,6836.0,28703.0
Bridgestone,Japan,28047.0,-218.2,40577.0,28698.0
Williams,United States,7719.0,211.0,46217.0,28693.0
Femsa,Mexico,22958.0,-89.6,34370.0,28688.0
Royal Ahold Delhaize N.V.,Netherlands,85198.0,1592.5,49789.0,28612.0
Kubota,Japan,17357.0,1203.8,30891.0,28607.0
Zhangzhou Pientzehuang Pharmaceutical,China,936.0,238.0,1562.0,28580.0
Cellnex Telecom,Spain,1829.0,-151.7,29450.0,28529.0
Afterpay,Australia,444.0,-46.4,1657.0,28515.0
Swiss Re ,Switzerland,42695.0,-918.3,183015.0,28503.0
Rongsheng Petrochemical,China,14028.0,858.1,34137.0,28469.0
BeiGene,China,309.0,-1596.8,5601.0,28430.0
Zalando,Germany,9099.0,257.7,7947.0,28388.0
Towngas,Hong Kong,5277.0,774.5,19381.0,28315.0
Kroger,United States,132498.0,2585.0,51649.0,28254.0
Terumo,Japan,5689.0,720.4,12183.0,28238.0
Tyson Foods,United States,42830.0,1971.0,35458.0,28232.0
Continental,Germany,42924.0,-1096.5,50896.0,28172.0
Astellas Pharma,Japan,11738.0,1295.4,22247.0,28132.0
TELUS,Canada,11437.0,899.9,34013.0,28124.0
State Street,United States,11384.0,2305.0,316885.0,28031.0
Baoshan Iron & Steel,China,39139.0,1628.0,52318.0,28017.0
SVB Financial Group,United States,3953.0,1208.4,115511.0,28011.0
Unity Software,United States,772.0,-282.3,2671.0,27996.0
SEB AB,Sweden,6955.0,1710.5,370218.0,27749.0
Etsy,United States,1726.0,349.2,2404.0,27730.0
RWE Group,Germany,15604.0,1134.3,80989.0,27721.0
China Telecom,China,57043.0,3002.6,109345.0,27707.0
Datadog,United States,603.0,-24.5,1890.0,27688.0
Axis Bank,India,10875.0,403.6,130060.0,27583.0
Geely Automobile Holdings,Hong Kong,13396.0,794.6,16945.0,27552.0
CBRE Group,United States,23826.0,752.0,18039.0,27516.0
Zebra Technologies,United States,4454.0,504.0,5375.0,27471.0
Verbund,Austria,3687.0,719.8,14749.0,27468.0
Dollar Tree,United States,25509.0,1341.9,20696.0,27394.0
Olympus,Japan,6759.0,363.4,10705.0,27339.0
Heineken,Netherlands,22475.0,-116.3,54323.0,27284.0
Hansoh Pharmaceutical Group ,China,1261.0,372.6,3179.0,27272.0
DTE Energy,United States,12280.0,1366.0,45496.0,27254.0
Toyota Industries,Japan,19392.0,1183.9,58158.0,27221.0
Saudi Electricity,Saudi Arabia,18311.0,559.2,129398.0,27192.0
LG Electronics,South Korea,53617.0,1668.2,44375.0,27179.0
Delta Electronics,Taiwan,9598.0,865.5,11973.0,27177.0
Country Garden Holdings,China,67312.0,5092.5,308237.0,27172.0
Fifth Third Bank,United States,7404.0,1432.0,204680.0,27162.0
Sampo,Finland,11002.0,43.3,66938.0,27070.0
Goodman Group,Australia,1305.0,1194.4,11928.0,27070.0
Equity Residential,United States,2539.0,879.4,20287.0,27063.0
Keysight Technologies,United States,4306.0,636.0,7494.0,27057.0
Swisscom,Switzerland,11826.0,1630.1,27447.0,27018.0
Changchun High & New Technology,China,1226.0,441.4,2576.0,27014.0
Garmin,Switzerland,4187.0,992.3,7031.0,26935.0
Consolidated Edison,United States,12238.0,1101.0,62895.0,26802.0
China Resources Beer (Holdings),Hong Kong,4548.0,298.0,6694.0,26764.0
Gallagher,United States,6854.0,818.8,22331.0,26701.0
Polyus,Russia,5034.0,1647.1,7286.0,26681.0
Legrand,France,6953.0,776.6,15793.0,26663.0
Michelin Group,France,23334.0,715.9,38709.0,26598.0
Poly Developments & Holdings Group,China,34315.0,3445.9,189418.0,26589.0
EnBW-Energie Baden,Germany,22451.0,679.5,59998.0,26542.0
Associated British Foods,Australia,17730.0,579.8,21550.0,26513.0
AvalonBay Communities,United States,2297.0,825.7,19199.0,26498.0
China Citic Bank,China,50383.0,7100.6,1148531.0,26451.0
NASDAQ,United States,5628.0,932.0,17979.0,26395.0
Seagen,United States,2176.0,614.0,4001.0,26380.0
Ecopetrol,Colombia,13751.0,456.7,40759.0,26284.0
East Japan Railway,Japan,18603.0,-3256.3,86281.0,26244.0
Franco-Nevada,Canada,1018.0,323.0,5593.0,26206.0
Semiconductor Manufacturing International,China,3945.0,634.0,31286.0,26181.0
Zscaler,United States,536.0,-191.4,1969.0,26167.0
Sunny Optical Technology Group,China,5507.0,709.5,5419.0,26049.0
Credit Suisse Group,Switzerland,32583.0,2843.6,911615.0,25922.0
Wilmar International,Singapore,50463.0,1530.0,51020.0,25903.0
China Tower Corp.,China,11755.0,932.7,51589.0,25873.0
CDW,United States,18468.0,788.5,9345.0,25858.0
Deutsche Bank,Germany,35446.0,566.6,1621521.0,25836.0
China Feihe,China,2697.0,1082.7,4331.0,25754.0
Telenor,Norway,13046.0,1670.2,29962.0,25713.0
Larsen & Toubro,India,17827.0,2053.3,42025.0,25687.0
Siemens Energy,Germany,30734.0,-1797.7,52583.0,25679.0
LabCorp,United States,13978.0,1556.1,20072.0,25601.0
Antofagasta,United Kingdom,5115.0,495.1,16604.0,25512.0
Maxim Integrated Products,United States,2355.0,721.9,3883.0,25499.0
Avenue Supermarts,India,3101.0,129.1,1684.0,25436.0
Fresenius,Germany,41355.0,1945.9,81545.0,25422.0
ViacomCBS,United States,25934.0,2422.0,52663.0,25419.0
Hormel Foods,United States,9685.0,887.5,9958.0,25301.0
Hyundai Mobis,South Korea,31042.0,1296.0,44645.0,25289.0
Yum China Holdings,China,8263.0,784.0,10875.0,25266.0
New Oriental Education & Technology Group,China,3596.0,379.6,9478.0,25239.0
Magazine Luiza,Brazil,5656.0,75.9,4745.0,25203.0
Fujifilm Holdings,Japan,20232.0,1225.2,32640.0,25167.0
Nan Ya Plastics,Taiwan,10278.0,1463.2,20810.0,25159.0
Realty Income,United States,1661.0,395.5,20740.0,25032.0
EPAM Systems,United States,2659.0,327.2,2721.0,25026.0
Expedia Group,United States,5199.0,-2612.0,18690.0,25019.0
Coca-Cola European Partners,United Kingdom,12137.0,577.9,23537.0,24992.0
Aena,Spain,2486.0,-144.5,19165.0,24914.0
Canon,Japan,29599.0,780.4,44802.0,24882.0
Beiersdorf,Germany,8008.0,638.4,12637.0,24868.0
CLP Holdings,Hong Kong,10262.0,1477.1,30209.0,24793.0
Aeon,Japan,81199.0,-670.3,107765.0,24710.0
CaixaBank,Spain,11584.0,1574.3,552457.0,24688.0
Tesco,United Kingdom,74835.0,1136.3,64002.0,24595.0
Slack Technologies,United States,903.0,-300.4,2434.0,24563.0
AmerisourceBergen,United States,194546.0,-3221.5,45847.0,24501.0
AB Sagax,Sweden,320.0,403.2,5677.0,24496.0
Formosa Plastics,Taiwan,7061.0,1220.6,17057.0,24484.0
Rogers Communications,Canada,10375.0,1186.9,30498.0,24475.0
Fortive,United States,6512.0,1613.3,16052.0,24470.0
China Minsheng Bank,China,49023.0,4911.8,1062759.0,24455.0
Telefónica,Spain,49106.0,1518.4,128535.0,24398.0
SM Investments,Philippines,7604.0,471.6,25498.0,24348.0
FleetCor Technologies ,United States,2389.0,704.2,11195.0,24313.0
Unicharm,Japan,6814.0,490.2,8653.0,24307.0
Carlsberg,Denmark,8952.0,922.1,19770.0,24214.0
Rede D'Oro Luiz,Brazil,2720.0,83.0,8790.0,24189.0
Arista Networks,United States,2318.0,634.6,4739.0,24172.0
Wolters Kluwer,Netherlands,5247.0,821.9,10257.0,24164.0
HubSpot,United States,883.0,-85.0,1973.0,24149.0
Naturgy Energy Group,Spain,17493.0,-395.6,48385.0,24082.0
Synchrony Financial,United States,12827.0,1385.0,95948.0,24070.0
ZTO Express (Cayman),China,3669.0,626.8,9053.0,24069.0
Alexandria Real Estate Equities,United States,1876.0,758.7,22828.0,24010.0
Fortum,Finland,55876.0,2082.7,70733.0,24007.0
Clorox,United States,7524.0,1225.0,6855.0,23992.0
Paycom,United States,841.0,143.4,2608.0,23982.0
China Evergrande Group,China,74001.0,1157.0,351870.0,23930.0
Kyocera,Japan,14074.0,659.2,31276.0,23852.0
China Everbright Bank,China,37127.0,5480.2,820837.0,23852.0
Edp-energias De Portugal,Portugal,14355.0,913.5,52548.0,23835.0
Offcn Education Technology,China,1489.0,309.2,2254.0,23827.0
Geberit,Switzerland,3181.0,684.3,4243.0,23788.0
Nucor,United States,20140.0,716.7,20125.0,23746.0
Nokia,Finland,24930.0,-2769.0,46522.0,23735.0
United Rentals,United States,8530.0,890.0,18411.0,23734.0
McCormick,United States,5871.0,764.5,12685.0,23710.0
National Bank of Canada,Canada,8081.0,1649.3,269002.0,23692.0
Hartford Financial Services,United States,20523.0,1737.0,69198.0,23670.0
United Microelectronics,Taiwan,6005.0,991.3,13436.0,23670.0
VeriSign,United States,1265.0,814.9,1767.0,23470.0
Mitsubishi Estate,Japan,11734.0,1410.4,59838.0,23446.0
Kansas City Southern,United States,2607.0,618.2,10207.0,23417.0
LG Household & Health Care,South Korea,6649.0,676.0,6261.0,23415.0
Posco,South Korea,48982.0,1352.2,72804.0,23390.0
Lindt & Sprungli,Switzerland,4280.0,342.7,9218.0,23383.0
Equifax,United States,4128.0,507.2,9612.0,23380.0
Teleperformance,France,6534.0,369.4,8594.0,23355.0
Essity Ab,Sweden,13227.0,1111.2,18830.0,23321.0
Vulcan Materials,United States,4857.0,584.5,11886.0,23305.0
Edison International,United States,13578.0,739.0,69372.0,23276.0
BAE Systems,United States,24720.0,1665.8,38198.0,23204.0
West Pharmaceutical Services,United States,2147.0,346.2,2794.0,23176.0
Cathay Financial,Taiwan,37886.0,2532.9,389437.0,23165.0
